Years_Played,H,BB,HR,AVE,OBP,Slug_Percent,OPS,RBI,R,SB,2B,3B,AB,SO,DPf,Af,Ef,YSLS,G_all,debut_age,weight,height
17,202,105,15,0.14755295836376914,0.19569347688410385,0.20745069393718046,0.4031441708212843,121.0,119,1.0,27,5,1369,593.0,26.0,722.0,38.0,76.0,619,25.0,190.0,75.0
19,2150,704,358,0.28457974851091994,0.3492788461538461,0.4821972203838518,0.8314760665376979,1430.0,1175,30.0,321,49,7555,414.0,183.0,819.0,125.0,52.0,2120,21.0,185.0,67.0
20,3465,1082,260,0.30951317552478785,0.37430566576733854,0.4395712371594462,0.8138769029267847,1311.0,1923,358.0,544,66,11195,1840.0,1408.0,6605.0,254.0,3.0,2747,21.0,195.0,75.0
17,1969,678,202,0.31253968253968256,0.3793201133144476,0.4860317460317461,0.8653518593461936,1209.0,930,37.0,343,72,6300,289.0,137.0,954.0,108.0,71.0,1789,21.0,185.0,73.0
15,2314,1401,449,0.2967808131332564,0.4074859505884848,0.540336026676927,0.9478219772654118,1529.0,1517,202.0,488,32,7797,1558.0,1618.0,1705.0,129.0,12.0,2150,23.0,195.0,72.0
22,246,101,1,0.18594104308390025,0.2121580547112462,0.2101284958427816,0.42228655055402775,90.0,93,1.0,25,2,1323,329.0,67.0,856.0,26.0,9.0,709,21.0,175.0,72.0
12,9,7,0,0.08823529411764706,0.14049586776859505,0.08823529411764706,0.2287311618862421,6.0,6,1.0,0,0,102,50.0,9.0,145.0,9.0,29.0,661,23.0,190.0,74.0
15,2143,713,282,0.28745808182427895,0.3478471214320271,0.4618376928236083,0.8096848142556354,1141.0,1104,105.0,318,68,7455,1017.0,417.0,3737.0,274.0,48.0,2034,24.0,190.0,73.0
18,2711,1045,426,0.2899465240641711,0.3611560034223786,0.4918716577540107,0.8530276611763893,1475.0,1410,90.0,434,88,9350,1046.0,96.0,219.0,113.0,41.0,2488,21.0,175.0,73.0
20,202,108,12,0.1536121673003802,0.202319587628866,0.20988593155893534,0.41220551918780135,86.0,99,4.0,28,5,1315,485.0,54.0,692.0,42.0,31.0,677,23.0,195.0,73.0
17,31,3,2,0.17222222222222222,0.1691542288557214,0.2222222222222222,0.3913764510779436,9.0,10,0.0,3,0,180,45.0,23.0,253.0,14.0,32.0,945,22.0,190.0,76.0
23,2605,1330,170,0.2936203787195672,0.3839173665411719,0.4250450856627592,0.8089624522039311,980.0,1571,808.0,430,113,8872,966.0,35.0,273.0,61.0,15.0,2502,20.0,160.0,68.0
17,2724,1032,210,0.30023145596825745,0.3659615384615385,0.4428524192659539,0.8088139577274924,1134.0,1508,474.0,504,80,9073,1140.0,1411.0,6536.0,183.0,13.0,2379,20.0,184.0,72.0
21,3154,1096,317,0.3047637452893999,0.3684618031658637,0.4873900859986472,0.8558518891645109,1596.0,1583,201.0,665,137,10349,908.0,674.0,3984.0,292.0,24.0,2707,20.0,185.0,72.0
21,2943,1420,586,0.2941235258844693,0.3884016009537597,0.5369778133120128,0.9253794142657724,1812.0,1829,204.0,528,72,10006,1532.0,263.0,333.0,106.0,41.0,2808,21.0,183.0,73.0
10,1451,1011,369,0.2787704130643612,0.3978236517842855,0.5479346781940442,0.9457583299783296,1015.0,971,22.0,216,39,5205,749.0,73.0,109.0,91.0,62.0,1472,24.0,195.0,74.0
20,3465,1082,260,0.30951317552478785,0.37430566576733854,0.4395712371594462,0.8138769029267847,1311.0,1923,358.0,544,66,11195,1840.0,1408.0,6605.0,254.0,3.0,2747,21.0,195.0,75.0
22,3110,1216,465,0.2826501863128238,0.3520796245347144,0.4745069526492775,0.8265865771839918,1833.0,1669,223.0,540,88,11003,1686.0,38.0,168.0,95.0,22.0,2973,22.0,220.0,78.0
19,2726,1512,468,0.30342831700801426,0.4009798379498775,0.5292742653606411,0.9302541033105188,1623.0,1619,150.0,549,38,8984,1409.0,308.0,3581.0,243.0,5.0,2499,21.0,210.0,76.0
19,2092,848,324,0.2624513862752478,0.3335181283956093,0.4387153431188057,0.772233471514415,1225.0,1025,39.0,371,31,7971,997.0,191.0,1247.0,128.0,25.0,2296,20.0,205.0,74.0
22,141,22,6,0.13104089219330856,0.13852459016393442,0.16356877323420074,0.3020933633981352,47.0,48,0.0,17,0,1076,369.0,58.0,877.0,38.0,34.0,787,24.0,205.0,76.0
12,1432,262,34,0.26587448941700703,0.294137990662286,0.3349424433717044,0.6290804340339904,390.0,643,73.0,196,37,5386,243.0,977.0,3540.0,150.0,51.0,1412,20.0,170.0,69.0
17,274,63,24,0.2063253012048193,0.2316991269308261,0.3012048192771085,0.5329039462079346,144.0,132,13.0,44,5,1328,415.0,46.0,484.0,42.0,42.0,597,24.0,189.0,73.0
22,2328,1747,612,0.27641890287342674,0.4018229419179677,0.5541439088102589,0.9559668507282264,1699.0,1583,19.0,451,26,8422,2548.0,990.0,1565.0,137.0,5.0,2543,21.0,250.0,76.0
21,2774,589,438,0.27943991135287605,0.322592626984864,0.4822202075148585,0.8048128344997224,1591.0,1373,314.0,503,98,9927,1509.0,30.0,157.0,93.0,21.0,2627,22.0,180.0,75.0
19,2468,1667,521,0.30101231857543603,0.41909866984316063,0.5549457250884254,0.9740443949315859,1704.0,1494,32.0,495,12,8199,1397.0,776.0,497.0,80.0,9.0,2322,22.0,240.0,77.0
16,2590,737,449,0.31759656652360513,0.378628987746992,0.5525444512568977,0.9311734390038896,1496.0,1328,181.0,477,46,8155,985.0,32.0,126.0,125.0,6.0,2147,21.0,235.0,75.0
17,202,105,15,0.14755295836376914,0.19569347688410385,0.20745069393718046,0.4031441708212843,121.0,119,1.0,27,5,1369,593.0,26.0,722.0,38.0,76.0,619,25.0,190.0,75.0
22,3630,1599,475,0.3308421436383522,0.4172525475945967,0.559059423988334,0.9763119715829308,1951.0,1949,78.0,725,177,10972,696.0,962.0,818.0,142.0,54.0,3026,21.0,175.0,72.0
16,2386,761,282,0.2845557543231962,0.3427063132945486,0.4516398330351818,0.7943461463297304,1061.0,1318,344.0,403,76,8385,1260.0,1177.0,6648.0,120.0,20.0,2164,22.0,175.0,73.0
19,2092,848,324,0.2624513862752478,0.3335181283956093,0.4387153431188057,0.772233471514415,1225.0,1025,39.0,371,31,7971,997.0,191.0,1247.0,128.0,25.0,2296,20.0,205.0,74.0
23,3771,1402,755,0.30499838240051763,0.3733859397417504,0.5545131025558072,0.9278990422975576,2297.0,2174,240.0,624,98,12364,1383.0,218.0,429.0,144.0,41.0,3298,20.0,180.0,72.0
17,2724,1032,210,0.30023145596825745,0.3659615384615385,0.4428524192659539,0.8088139577274924,1134.0,1508,474.0,504,80,9073,1140.0,1411.0,6536.0,183.0,13.0,2379,20.0,184.0,72.0
23,3771,1402,755,0.30499838240051763,0.3733859397417504,0.5545131025558072,0.9278990422975576,2297.0,2174,240.0,624,98,12364,1383.0,218.0,429.0,144.0,41.0,3298,20.0,180.0,72.0
27,94,38,2,0.11032863849765258,0.13793103448275862,0.13380281690140844,0.27173385138416706,36.0,40,3.0,10,2,852,371.0,27.0,547.0,90.0,24.0,807,19.0,170.0,74.0
19,2599,479,272,0.29417091114883986,0.3282273399535178,0.446066779852858,0.7742941198063757,1308.0,1143,83.0,440,43,8835,1003.0,1531.0,1434.0,130.0,30.0,2332,21.0,192.0,70.0
12,1432,262,34,0.26587448941700703,0.294137990662286,0.3349424433717044,0.6290804340339904,390.0,643,73.0,196,37,5386,243.0,977.0,3540.0,150.0,51.0,1412,20.0,170.0,69.0
21,363,94,35,0.1939102564102564,0.2273395394414503,0.28685897435897434,0.5141985138004246,189.0,141,4.0,57,6,1872,487.0,82.0,999.0,58.0,52.0,783,21.0,172.0,72.0
19,2092,848,324,0.2624513862752478,0.3335181283956093,0.4387153431188057,0.772233471514415,1225.0,1025,39.0,371,31,7971,997.0,191.0,1247.0,128.0,25.0,2296,20.0,205.0,74.0
13,1652,857,119,0.3195976010833817,0.40895907186593616,0.4778487134842329,0.8868077853501691,832.0,1041,64.0,333,64,5169,217.0,104.0,840.0,111.0,80.0,1482,22.0,180.0,70.0
17,2416,472,58,0.3196189972218547,0.3519836006270349,0.4351104643471359,0.7870940649741707,1273.0,1183,158.0,371,164,7559,278.0,318.0,3672.0,348.0,80.0,1941,22.0,170.0,72.0
15,2143,713,282,0.28745808182427895,0.3478471214320271,0.4618376928236083,0.8096848142556354,1141.0,1104,105.0,318,68,7455,1017.0,417.0,3737.0,274.0,48.0,2034,24.0,190.0,73.0
19,255,135,5,0.16721311475409836,0.22409909909909909,0.2262295081967213,0.4503286072958204,103.0,107,3.0,55,10,1525,372.0,45.0,601.0,31.0,51.0,688,22.0,190.0,72.0
18,2234,1507,548,0.2674808429118774,0.379646193599682,0.5272988505747126,0.9069450441743946,1595.0,1506,174.0,408,59,8352,1883.0,580.0,5193.0,328.0,28.0,2404,23.0,195.0,74.0
17,202,105,15,0.14755295836376914,0.19569347688410385,0.20745069393718046,0.4031441708212843,121.0,119,1.0,27,5,1369,593.0,26.0,722.0,38.0,76.0,619,25.0,190.0,75.0
23,195,60,0,0.14401772525849335,0.16741500962155229,0.15657311669128507,0.3239881263128373,64.0,64,1.0,15,1,1354,365.0,42.0,613.0,31.0,29.0,785,21.0,185.0,73.0
21,2943,1420,586,0.2941235258844693,0.3884016009537597,0.5369778133120128,0.9253794142657724,1812.0,1829,204.0,528,72,10006,1532.0,263.0,333.0,106.0,41.0,2808,21.0,183.0,73.0
24,2356,849,376,0.26907263590680675,0.3397949862985893,0.4567153951576062,0.7965103814561956,1330.0,1276,128.0,421,47,8756,1386.0,167.0,1075.0,165.0,24.0,2499,22.0,200.0,75.0
22,141,22,6,0.13104089219330856,0.13852459016393442,0.16356877323420074,0.3020933633981352,47.0,48,0.0,17,0,1076,369.0,58.0,877.0,38.0,34.0,787,24.0,205.0,76.0
24,31,13,0,0.17318435754189945,0.215962441314554,0.20670391061452514,0.4226663519290792,12.0,5,0.0,6,0,179,61.0,31.0,575.0,25.0,10.0,709,22.0,205.0,76.0
22,3283,1464,660,0.3017185920411727,0.3863086598935656,0.5574855252274608,0.9437941851210264,1903.0,2062,338.0,523,140,10881,1526.0,121.0,233.0,156.0,44.0,2992,20.0,170.0,70.0
20,3141,790,135,0.3381782945736434,0.3865324472243941,0.4585486649440138,0.8450811121684079,1138.0,1383,319.0,543,85,9288,434.0,26.0,160.0,62.0,16.0,2440,22.0,185.0,71.0
17,31,3,2,0.17222222222222222,0.1691542288557214,0.2222222222222222,0.3913764510779436,9.0,10,0.0,3,0,180,45.0,23.0,253.0,14.0,32.0,945,22.0,190.0,76.0
18,4,0,0,0.1176470588235294,0.1111111111111111,0.17647058823529413,0.2875816993464052,5.0,1,0.0,2,0,34,11.0,5.0,83.0,4.0,7.0,1035,26.0,200.0,73.0
18,2711,1045,426,0.2899465240641711,0.3611560034223786,0.4918716577540107,0.8530276611763893,1475.0,1410,90.0,434,88,9350,1046.0,96.0,219.0,113.0,41.0,2488,21.0,175.0,73.0
20,3152,1091,113,0.3332276139126757,0.3977885151458837,0.47341156570462,0.8712000808505036,1309.0,1627,104.0,605,191,9459,376.0,105.0,270.0,144.0,72.0,2550,23.0,153.0,68.0
18,2234,1507,548,0.2674808429118774,0.379646193599682,0.5272988505747126,0.9069450441743946,1595.0,1506,174.0,408,59,8352,1883.0,580.0,5193.0,328.0,28.0,2404,23.0,195.0,74.0
18,2711,1045,426,0.2899465240641711,0.3611560034223786,0.4918716577540107,0.8530276611763893,1475.0,1410,90.0,434,88,9350,1046.0,96.0,219.0,113.0,41.0,2488,21.0,175.0,73.0
16,2127,759,427,0.3077702213861959,0.37650096836668817,0.5452177687744176,0.9217187371411056,1335.0,1048,17.0,344,8,6911,1113.0,133.0,768.0,132.0,10.0,1912,24.0,200.0,75.0
27,94,38,2,0.11032863849765258,0.13793103448275862,0.13380281690140844,0.27173385138416706,36.0,40,3.0,10,2,852,371.0,27.0,547.0,90.0,24.0,807,19.0,170.0,74.0
16,2590,737,449,0.31759656652360513,0.378628987746992,0.5525444512568977,0.9311734390038896,1496.0,1328,181.0,477,46,8155,985.0,32.0,126.0,125.0,6.0,2147,21.0,235.0,75.0
22,3115,1338,696,0.2948135529055461,0.379208650774146,0.5501608934317622,0.9293695442059082,2086.0,2021,329.0,548,31,10566,2287.0,1060.0,5681.0,235.0,1.0,2784,19.0,230.0,75.0
20,3465,1082,260,0.30951317552478785,0.37430566576733854,0.4395712371594462,0.8138769029267847,1311.0,1923,358.0,544,66,11195,1840.0,1408.0,6605.0,254.0,3.0,2747,21.0,195.0,75.0
15,149,8,6,0.2264437689969605,0.2211267605633803,0.2872340425531915,0.5083608031165718,51.0,60,2.0,16,3,658,160.0,16.0,319.0,23.0,38.0,515,19.0,190.0,72.0
19,148,41,13,0.16517857142857142,0.18712871287128716,0.25223214285714285,0.43936085572843,85.0,54,0.0,27,6,896,326.0,45.0,660.0,49.0,34.0,665,23.0,205.0,77.0
25,3055,2190,297,0.2787154456710154,0.40034467256106704,0.4185749475412827,0.8189196201023496,1115.0,2295,1406.0,510,66,10961,1694.0,23.0,131.0,141.0,14.0,3081,21.0,180.0,70.0
18,4,0,0,0.1176470588235294,0.1111111111111111,0.17647058823529413,0.2875816993464052,5.0,1,0.0,2,0,34,11.0,5.0,83.0,4.0,7.0,1035,26.0,200.0,73.0
19,2460,1072,28,0.2618135376756067,0.3307663759510113,0.3282247765006386,0.6589911524516499,793.0,1257,580.0,402,69,9396,589.0,1590.0,8375.0,281.0,21.0,2573,24.0,150.0,71.0
18,2234,1507,548,0.2674808429118774,0.379646193599682,0.5272988505747126,0.9069450441743946,1595.0,1506,174.0,408,59,8352,1883.0,580.0,5193.0,328.0,28.0,2404,23.0,195.0,74.0
25,3055,2190,297,0.2787154456710154,0.40034467256106704,0.4185749475412827,0.8189196201023496,1115.0,2295,1406.0,510,66,10961,1694.0,23.0,131.0,141.0,14.0,3081,21.0,180.0,70.0
19,2150,704,358,0.28457974851091994,0.3492788461538461,0.4821972203838518,0.8314760665376979,1430.0,1175,30.0,321,49,7555,414.0,183.0,819.0,125.0,52.0,2120,21.0,185.0,67.0
21,38,26,1,0.08796296296296298,0.13008130081300814,0.10648148148148147,0.23656278229448965,21.0,24,0.0,3,1,432,166.0,17.0,373.0,11.0,45.0,1070,30.0,190.0,72.0
19,2340,939,198,0.2948217210532947,0.3681130617202164,0.44437444878417537,0.8124875105043918,960.0,1329,379.0,441,76,7937,817.0,1093.0,5864.0,235.0,13.0,2180,22.0,185.0,72.0
19,2654,2021,521,0.3444069556189982,0.4824480605874527,0.6337918505060991,1.1162399110935517,1839.0,1798,24.0,525,71,7706,709.0,30.0,142.0,113.0,57.0,2292,21.0,205.0,75.0
20,3465,1082,260,0.30951317552478785,0.37430566576733854,0.4395712371594462,0.8138769029267847,1311.0,1923,358.0,544,66,11195,1840.0,1408.0,6605.0,254.0,3.0,2747,21.0,195.0,75.0
22,78,19,1,0.1248,0.14327062228654125,0.152,0.2952706222865412,40.0,20,0.0,14,0,625,296.0,18.0,448.0,57.0,8.0,619,25.0,225.0,82.0
20,2927,615,307,0.3341705674163717,0.37540725170782974,0.534878410777486,0.9102856624853156,1827.0,1507,88.0,539,149,8759,737.0,38.0,169.0,94.0,73.0,2215,22.0,190.0,71.0
19,2460,1072,28,0.2618135376756067,0.3307663759510113,0.3282247765006386,0.6589911524516499,793.0,1257,580.0,402,69,9396,589.0,1590.0,8375.0,281.0,21.0,2573,24.0,150.0,71.0
12,1432,262,34,0.26587448941700703,0.294137990662286,0.3349424433717044,0.6290804340339904,390.0,643,73.0,196,37,5386,243.0,977.0,3540.0,150.0,51.0,1412,20.0,170.0,69.0
16,1626,1317,583,0.2628091158881526,0.3939947780678851,0.5881687409083562,0.9821635189762414,1414.0,1167,12.0,252,6,6187,1596.0,1409.0,1073.0,112.0,16.0,1874,23.0,215.0,77.0
15,2143,713,282,0.28745808182427895,0.3478471214320271,0.4618376928236083,0.8096848142556354,1141.0,1104,105.0,318,68,7455,1017.0,417.0,3737.0,274.0,48.0,2034,24.0,190.0,73.0
17,2048,891,389,0.2674327500652912,0.3412158265082478,0.4758422564638287,0.8170580829720764,1376.0,1091,68.0,381,24,7658,1278.0,238.0,1191.0,151.0,34.0,2158,20.0,197.0,73.0
22,3283,1464,660,0.3017185920411727,0.3863086598935656,0.5574855252274608,0.9437941851210264,1903.0,2062,338.0,523,140,10881,1526.0,121.0,233.0,156.0,44.0,2992,20.0,170.0,70.0
16,1626,1317,583,0.2628091158881526,0.3939947780678851,0.5881687409083562,0.9821635189762414,1414.0,1167,12.0,252,6,6187,1596.0,1409.0,1073.0,112.0,16.0,1874,23.0,215.0,77.0
17,202,105,15,0.14755295836376914,0.19569347688410385,0.20745069393718046,0.4031441708212843,121.0,119,1.0,27,5,1369,593.0,26.0,722.0,38.0,76.0,619,25.0,190.0,75.0
10,1451,1011,369,0.2787704130643612,0.3978236517842855,0.5479346781940442,0.9457583299783296,1015.0,971,22.0,216,39,5205,749.0,73.0,109.0,91.0,62.0,1472,24.0,195.0,74.0
17,274,63,24,0.2063253012048193,0.2316991269308261,0.3012048192771085,0.5329039462079346,144.0,132,13.0,44,5,1328,415.0,46.0,484.0,42.0,42.0,597,24.0,189.0,73.0
17,274,63,24,0.2063253012048193,0.2316991269308261,0.3012048192771085,0.5329039462079346,144.0,132,13.0,44,5,1328,415.0,46.0,484.0,42.0,42.0,597,24.0,189.0,73.0
19,2583,763,512,0.27417471605986626,0.33168268763957665,0.4995223437002441,0.8312050313398207,1636.0,1305,50.0,407,90,9421,1236.0,1742.0,4355.0,261.0,46.0,2528,22.0,180.0,73.0
21,3319,1094,234,0.3063221042916474,0.3667763157894737,0.4479926165205353,0.8147689323100089,1307.0,1782,504.0,605,114,10835,1244.0,664.0,3241.0,208.0,19.0,2683,22.0,185.0,72.0
20,3141,790,135,0.3381782945736434,0.3865324472243941,0.4585486649440138,0.8450811121684079,1138.0,1383,319.0,543,85,9288,434.0,26.0,160.0,62.0,16.0,2440,22.0,185.0,71.0
20,2749,1302,45,0.31041102077687444,0.3965635067851215,0.3983739837398374,0.7949374905249589,1116.0,1319,179.0,440,102,8856,528.0,1475.0,7543.0,672.0,67.0,2422,23.0,183.0,70.0
20,2927,615,307,0.3341705674163717,0.37540725170782974,0.534878410777486,0.9102856624853156,1827.0,1507,88.0,539,149,8759,737.0,38.0,169.0,94.0,73.0,2215,22.0,190.0,71.0
19,2654,2021,521,0.3444069556189982,0.4824480605874527,0.6337918505060991,1.1162399110935517,1839.0,1798,24.0,525,71,7706,709.0,30.0,142.0,113.0,57.0,2292,21.0,205.0,75.0
12,1432,262,34,0.26587448941700703,0.294137990662286,0.3349424433717044,0.6290804340339904,390.0,643,73.0,196,37,5386,243.0,977.0,3540.0,150.0,51.0,1412,20.0,170.0,69.0
21,2774,589,438,0.27943991135287605,0.322592626984864,0.4822202075148585,0.8048128344997224,1591.0,1373,314.0,503,98,9927,1509.0,30.0,157.0,93.0,21.0,2627,22.0,180.0,75.0
19,2599,479,272,0.29417091114883986,0.3282273399535178,0.446066779852858,0.7742941198063757,1308.0,1143,83.0,440,43,8835,1003.0,1531.0,1434.0,130.0,30.0,2332,21.0,192.0,70.0
21,2774,589,438,0.27943991135287605,0.322592626984864,0.4822202075148585,0.8048128344997224,1591.0,1373,314.0,503,98,9927,1509.0,30.0,157.0,93.0,21.0,2627,22.0,180.0,75.0
19,2654,2021,521,0.3444069556189982,0.4824480605874527,0.6337918505060991,1.1162399110935517,1839.0,1798,24.0,525,71,7706,709.0,30.0,142.0,113.0,57.0,2292,21.0,205.0,75.0
12,9,7,0,0.08823529411764706,0.14049586776859505,0.08823529411764706,0.2287311618862421,6.0,6,1.0,0,0,102,50.0,9.0,145.0,9.0,29.0,661,23.0,190.0,74.0
17,2724,1032,210,0.30023145596825745,0.3659615384615385,0.4428524192659539,0.8088139577274924,1134.0,1508,474.0,504,80,9073,1140.0,1411.0,6536.0,183.0,13.0,2379,20.0,184.0,72.0
23,365,141,17,0.2142018779342723,0.26750921537651395,0.2846244131455399,0.5521336285220538,173.0,136,1.0,59,5,1704,330.0,47.0,670.0,29.0,54.0,796,19.0,190.0,72.0
17,274,63,24,0.2063253012048193,0.2316991269308261,0.3012048192771085,0.5329039462079346,144.0,132,13.0,44,5,1328,415.0,46.0,484.0,42.0,42.0,597,24.0,189.0,73.0
24,2356,849,376,0.26907263590680675,0.3397949862985893,0.4567153951576062,0.7965103814561956,1330.0,1276,128.0,421,47,8756,1386.0,167.0,1075.0,165.0,24.0,2499,22.0,200.0,75.0
16,2590,737,449,0.31759656652360513,0.378628987746992,0.5525444512568977,0.9311734390038896,1496.0,1328,181.0,477,46,8155,985.0,32.0,126.0,125.0,6.0,2147,21.0,235.0,75.0
20,3465,1082,260,0.30951317552478785,0.37430566576733854,0.4395712371594462,0.8138769029267847,1311.0,1923,358.0,544,66,11195,1840.0,1408.0,6605.0,254.0,3.0,2747,21.0,195.0,75.0
22,2876,1708,511,0.3041455160744501,0.4099850048513716,0.5331006768189509,0.9430856816703226,1860.0,1859,89.0,488,72,9456,896.0,98.0,783.0,146.0,70.0,2730,17.0,170.0,69.0
16,177,113,3,0.17302052785923755,0.2433554817275748,0.20039100684261973,0.4437464885701945,69.0,91,3.0,19,0,1023,224.0,49.0,630.0,33.0,50.0,500,22.0,178.0,70.0
22,2328,1747,612,0.27641890287342674,0.4018229419179677,0.5541439088102589,0.9559668507282264,1699.0,1583,19.0,451,26,8422,2548.0,990.0,1565.0,137.0,5.0,2543,21.0,250.0,76.0
24,2356,849,376,0.26907263590680675,0.3397949862985893,0.4567153951576062,0.7965103814561956,1330.0,1276,128.0,421,47,8756,1386.0,167.0,1075.0,165.0,24.0,2499,22.0,200.0,75.0
20,3465,1082,260,0.30951317552478785,0.37430566576733854,0.4395712371594462,0.8138769029267847,1311.0,1923,358.0,544,66,11195,1840.0,1408.0,6605.0,254.0,3.0,2747,21.0,195.0,75.0
19,2340,939,198,0.2948217210532947,0.3681130617202164,0.44437444878417537,0.8124875105043918,960.0,1329,379.0,441,76,7937,817.0,1093.0,5864.0,235.0,13.0,2180,22.0,185.0,72.0
21,364,73,5,0.2328854766474728,0.2572421784472769,0.2853486884197057,0.5425908668669825,149.0,162,0.0,49,9,1563,201.0,57.0,943.0,51.0,71.0,704,23.0,200.0,71.0
21,2943,1420,586,0.2941235258844693,0.3884016009537597,0.5369778133120128,0.9253794142657724,1812.0,1829,204.0,528,72,10006,1532.0,263.0,333.0,106.0,41.0,2808,21.0,183.0,73.0
17,2048,891,389,0.2674327500652912,0.3412158265082478,0.4758422564638287,0.8170580829720764,1376.0,1091,68.0,381,24,7658,1278.0,238.0,1191.0,151.0,34.0,2158,20.0,197.0,73.0
21,2943,1420,586,0.2941235258844693,0.3884016009537597,0.5369778133120128,0.9253794142657724,1812.0,1829,204.0,528,72,10006,1532.0,263.0,333.0,106.0,41.0,2808,21.0,183.0,73.0
10,1161,533,242,0.2760998810939358,0.3593163818257608,0.4996432818073722,0.8589596636331329,856.0,627,25.0,178,18,4205,501.0,82.0,550.0,85.0,60.0,1215,27.0,190.0,69.0
22,521,97,36,0.2689726381001549,0.29956793086893896,0.3887454827052143,0.6883134135741533,273.0,207,1.0,98,13,1937,266.0,51.0,677.0,27.0,70.0,882,19.0,205.0,73.0
19,2583,763,512,0.27417471605986626,0.33168268763957665,0.4995223437002441,0.8312050313398207,1636.0,1305,50.0,407,90,9421,1236.0,1742.0,4355.0,261.0,46.0,2528,22.0,180.0,73.0
21,363,94,35,0.1939102564102564,0.2273395394414503,0.28685897435897434,0.5141985138004246,189.0,141,4.0,57,6,1872,487.0,82.0,999.0,58.0,52.0,783,21.0,172.0,72.0
22,59,5,0,0.13082039911308205,0.12840466926070038,0.14634146341463414,0.2747461326753345,25.0,19,0.0,7,0,451,193.0,48.0,662.0,30.0,25.0,699,19.0,200.0,75.0
16,2452,670,382,0.29811550151975685,0.35173327445352176,0.5020060790273556,0.8537393534808774,1451.0,1249,58.0,373,79,8225,1423.0,19.0,137.0,66.0,28.0,2089,21.0,200.0,74.0
17,2471,437,205,0.3236411263916176,0.36035372144436256,0.5045186640471513,0.8648723854915139,1383.0,1198,42.0,540,113,7635,551.0,36.0,143.0,86.0,69.0,1984,21.0,187.0,70.0
18,193,100,8,0.15054602184087362,0.19932659932659927,0.21138845553822155,0.4107150548648209,99.0,99,1.0,28,13,1282,505.0,28.0,510.0,25.0,61.0,570,18.0,185.0,72.0
21,2774,589,438,0.27943991135287605,0.322592626984864,0.4822202075148585,0.8048128344997224,1591.0,1373,314.0,503,98,9927,1509.0,30.0,157.0,93.0,21.0,2627,22.0,180.0,75.0
21,38,26,1,0.08796296296296298,0.13008130081300814,0.10648148148148147,0.23656278229448965,21.0,24,0.0,3,1,432,166.0,17.0,373.0,11.0,45.0,1070,30.0,190.0,72.0
19,2839,1186,184,0.32042889390519186,0.39806583960144576,0.4804740406320542,0.8785398802334999,1427.0,1774,181.0,574,146,8860,372.0,1447.0,7091.0,310.0,75.0,2323,21.0,180.0,71.0
